code	segment	plot_dot1	IC_down_cn1	IC_up_cn1	plot_dot2	IC_down_cn2	IC_up_cn2	plot_dot3	IC_down_cn3	IC_up_cn3	chr	type	chrom
37	gain	chr9-130903399-139562993-gain	0.379310344827586	0.253012048192771	0.494505494505494	NA	NA	NA	NA	NA	NA	chr9	gain	9
38	gain	chr9-30453151-35728494-gain	0.153846153846154	0.0530973451327434	0.270491803278688	NA	NA	NA	NA	NA	NA	chr9	gain	9
39	gain	chr9-3344954-9518281-gain	0.333333333333333	0.217391304347826	0.44	NA	NA	NA	NA	NA	NA	chr9	gain	9
5	gain	chr10-67927549-73761112-gain	0.555555555555556	0.401574803149606	0.692307692307692	NA	NA	NA	NA	NA	NA	chr10	gain	10
6	gain	chr11-42403388-50428966-gain	0.521739130434783	0.369230769230769	0.657534246575342	NA	NA	NA	NA	NA	NA	chr11	gain	11
7	gain	chr11-75857795-82437127-gain	0.416058394160584	0.255813953488372	0.542090517241379	NA	NA	NA	NA	NA	NA	chr11	gain	11
8	gain	chr11-91937396-99544582-gain	0.445945945945946	0.3	0.592356687898089	NA	NA	NA	NA	NA	NA	chr11	gain	11
9	gain	chr12-73992585-84732749-gain	0.369230769230769	0.241935483870968	0.485294117647059	NA	NA	NA	NA	NA	NA	chr12	gain	12
10	gain	chr15-37879344-45467092-gain	0.28448275862069	0.136363636363636	0.418032786885246	NA	NA	NA	NA	NA	NA	chr15	gain	15
11	gain	chr16-16955481-25248694-gain	0.5625	0.419117647058824	0.705882352941177	NA	NA	NA	NA	NA	NA	chr16	gain	16
12	gain	chr16-68919559-77711641-gain	0.375	0.256281407035176	0.495412844036697	NA	NA	NA	NA	NA	NA	chr16	gain	16
13	gain	chr18-59973657-65908334-gain	0.375	0.212389380530973	0.519685039370079	NA	NA	NA	NA	NA	NA	chr18	gain	18
